Unix Time (s),Test Time (h),Air Temp (C),RH (%),Surface Temp (C) ,Cond Lo Freq (S) ,Cond Hi Freq (S) ,Galv Corr 1 (A) ,Galv Corr 2 (A) ,Tot Cond Lo Freq (C/V),Tot Cond Hi Freq (C/V),Tot Galv Corr 1 (C),Tot Galv Corr 2 (C)
1739098500,10031.916667,10.42,35.36,9.798,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739100300,10032.416667,9.427,37.34,9.04,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739102100,10032.916667,7.194,42.01,7.347,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739103900,10033.416667,10.73,35.62,8.332,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739105700,10033.916667,9.509,36.27,8.964,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739107500,10034.416667,7.376,40.6,6.816,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739109300,10034.916667,7.774,40.64,6.21,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739111100,10035.416667,4.001,50.12,4.163,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739112900,10035.916667,1.955,57.35,2.167,0.005,5,0.01,0.01,8.416165,1189.320372,6.638445,0.520946
1739114700,10036.416667,0.4997,62.29,0.6254,0.005731,5,0.01,0.01,8.41617,1189.320372,6.638445,0.520946
1739116500,10036.916667,-0.3494,66.1,-0.2843,0.01669,5.242,0.01,0.01,8.41619,1189.32509,6.638445,0.520946
1739118300,10037.416667,-0.7313,67.74,-0.6886,0.03432,5,0.01,0.01,8.416236,1189.329807,6.638445,0.520946
1739120100,10037.916667,-0.9983,68.69,-0.9919,0.04639,5,0.01,0.01,8.416308,1189.329807,6.638445,0.520946
1739121900,10038.416667,-1.34,70.32,-1.295,0.09735,5,0.01,0.01,8.416438,1189.329807,6.638445,0.520946
1739123700,10038.916667,-1.522,70.82,-1.548,0.1304,5,0.01,0.01,8.416643,1189.329807,6.638445,0.520946
1739125500,10039.416667,-1.677,71.21,-1.699,0.1603,5,0.01,0.01,8.416904,1189.329807,6.638445,0.520946
1739127300,10039.916667,-1.874,72.24,-1.927,0.2829,5,0.01,0.01,8.417303,1189.329807,6.638445,0.520946
1739129100,10040.416667,-2.085,72.72,-2.18,0.4308,5,0.01,0.01,8.417946,1189.329807,6.638445,0.520946
1739130900,10040.916667,-2.299,72.72,-2.356,0.3977,5,0.01,0.01,8.418691,1189.329807,6.638445,0.520946
1739132700,10041.416667,-2.539,73.74,-2.634,0.7788,5,0.01,0.01,8.41975,1189.329807,6.638445,0.520946
1739134500,10041.916667,-2.665,73.59,-2.761,0.7309,5,0.01,0.01,8.421109,1189.329807,6.638445,0.520946
1739136300,10042.416667,-2.75,73.53,-2.862,0.5967,5,0.01,0.01,8.422304,1189.329807,6.638445,0.520946
1739138100,10042.916667,-3.03,73.96,-3.114,0.8136,5,0.01,0.01,8.423573,1189.329807,6.638445,0.520946
1739139900,10043.416667,-3.316,74.66,-3.392,1,5,0.01,0.01,8.425205,1189.329807,6.638445,0.520946
1739141700,10043.916667,-3.54,75.46,-3.62,1,12.76,0.01,0.01,8.427005,1189.341291,6.638445,0.520946
1739143500,10044.416667,-3.751,76.3,-3.847,1,13.3,0.01,0.01,8.428805,1189.364745,6.638445,0.520946
1739145300,10044.916667,-3.936,76.65,-4.049,1,16.37,0.01,0.01,8.430605,1189.391448,6.638445,0.520946
1739147100,10045.416667,-4.048,76.67,-4.176,1,18.36,0.01,0.01,8.432405,1189.422705,6.638445,0.520946
1739148900,10045.916667,-4.133,77.06,-4.302,1,23.32,0.01,0.01,8.434205,1189.460217,6.638445,0.520946
1739150700,10046.416667,-4.315,77.88,-4.479,1,22.91,0.01,0.01,8.436005,1189.501824,6.638445,0.520946
1739152500,10046.916667,-4.446,78.09,-4.605,1,26.04,0.01,0.01,8.437805,1189.545879,6.638445,0.520946
1739154300,10047.416667,-4.67,78.32,-4.833,1,25.22,0.01,0.01,8.439605,1189.592013,6.638445,0.520946
1739156100,10047.916667,-5.009,79.7,-5.161,1,28.83,0.01,0.01172,8.441405,1189.640658,6.638445,0.520956
1739157900,10048.416667,-5.276,79.98,-5.439,1,36.24,0.01,0.01195,8.443205,1189.699221,6.638445,0.520978
1739159700,10048.916667,-5.546,80.35,-5.717,1,36.58,0.01,0.01281,8.445005,1189.764759,6.638445,0.521
1739161500,10049.416667,-5.842,80.85,-5.985,1,37.46,0.01,0.0132,8.446805,1189.831395,6.638445,0.521023
1739163300,10049.916667,-6.024,81.49,-6.154,1,40.66,0.01,0.01445,8.448605,1189.901703,6.638445,0.521048
1739165100,10050.416667,-6.152,81.77,-6.298,1,39.44,0.01,0.01539,8.450405,1189.973793,6.638445,0.521075
1739166900,10050.916667,-6.291,82.33,-6.466,1,41.34,0.01,0.01461,8.452205,1190.046495,6.638445,0.521102
1739168700,10051.416667,-6.123,81.72,-6.394,1,38.96,0.01,0.01516,8.454005,1190.118765,6.638445,0.521129
1739170500,10051.916667,-5.658,79.93,-6.009,1,38.08,0.01,0.01234,8.455805,1190.188101,6.638445,0.521154
1739172300,10052.416667,-5.105,77.76,-5.49,1,34.2,0.01,0.01,8.457605,1190.253153,6.638445,0.521165
1739174100,10052.916667,-4.328,75.21,-4.782,1,32.43,0.01,0.01,8.459405,1190.31312,6.638445,0.521165
1739175900,10053.416667,-3.484,70.97,-3.948,1,27.53,0.01,0.01,8.461205,1190.367084,6.638445,0.521165
1739177700,10053.916667,-2.371,66.45,-2.837,0.4888,5,0.01,0.01,8.462545,1190.391861,6.638445,0.521165
1739179500,10054.416667,0.724,56.66,-0.006348,0.01679,5,0.01,0.01,8.463,1190.391861,6.638445,0.521165
1739181300,10054.916667,7.507,35.96,5.199,0.005,5,0.01,0.01,8.463015,1190.391861,6.638445,0.521165
1739183100,10055.416667,14.59,22.83,11.21,0.005,5,0.01,0.01,8.463015,1190.391861,6.638445,0.521165
1739184900,10055.916667,11.29,26.46,11.47,0.005,5,0.01,0.01,8.463015,1190.391861,6.638445,0.521165
1739186700,10056.416667,10.97,25.71,10.68,0.005,5,0.01,0.01,8.463015,1190.391861,6.638445,0.521165
1739188500,10056.916667,7.913,30.24,8.257,0.005,5,0.01,0.01,8.463015,1190.391861,6.638445,0.521165
1739190300,10057.416667,12.79,23.25,10.13,0.005,5,0.01,0.01,8.463015,1190.391861,6.638445,0.521165
1739192100,10057.916667,10.4,26.57,10.3,0.005,5,0.01,0.01,8.463015,1190.391861,6.638445,0.521165
1739193900,10058.416667,8.874,30.57,8.181,0.005,5.484,0.01,0.01,8.463015,1190.396797,6.638445,0.521165
1739195700,10058.916667,8.69,31.45,7.018,0.005,5,0.01,0.01,8.463015,1190.401733,6.638445,0.521165
1739197500,10059.416667,3.987,39.27,4.289,0.005,5,0.01,0.01,8.463015,1190.401733,6.638445,0.521165
1739199300,10059.916667,1.781,47.05,1.99,0.005,5.242,0.01,0.01,8.463015,1190.40645,6.638445,0.521165
1739201100,10060.416667,0.2995,52.89,0.499,0.005,5,0.01,0.01,8.463015,1190.411168,6.638445,0.521165
1739202900,10060.916667,-0.6191,56.55,-0.4612,0.005,5,0.01,0.01,8.463015,1190.411168,6.638445,0.521165
1739204700,10061.416667,-1.196,57.88,-1.118,0.005,5,0.01,0.01,8.463015,1190.411168,6.638445,0.521165
1739206500,10061.916667,-1.637,60.52,-1.573,0.005,5,0.01,0.01,8.463015,1190.411168,6.638445,0.521165
1739208300,10062.416667,-1.986,62.27,-1.952,0.005143,5,0.01,0.01,8.46302,1190.411168,6.638445,0.521165
1739210100,10062.916667,-2.341,64.99,-2.306,0.0121,5,0.01,0.01,8.463035,1190.411168,6.638445,0.521165
1739211900,10063.416667,-2.595,66.44,-2.609,0.01919,5,0.01,0.01,8.463064,1190.411168,6.638445,0.521165
1739213700,10063.916667,-2.934,67.23,-2.963,0.02701,5,0.01,0.01,8.463105,1190.411168,6.638445,0.521165
1739215500,10064.416667,-3.287,69.17,-3.342,0.05637,5,0.01,0.01,8.46318,1190.411168,6.638445,0.521165
1739217300,10064.916667,-3.54,70.59,-3.595,0.1514,5,0.01,0.01,8.463367,1190.411168,6.638445,0.521165
1739219100,10065.416667,-3.751,72.24,-3.797,0.4078,5,0.01,0.01,8.46387,1190.411168,6.638445,0.521165
1739220900,10065.916667,-4.021,73.67,-4.125,0.903,5,0.01,0.01102,8.46505,1190.411168,6.638445,0.521175
1739222700,10066.416667,-4.328,75.1,-4.403,1,11.76,0.01,0.02856,8.466763,1190.421752,6.638445,0.52121
1739224500,10066.916667,-4.558,76.05,-4.681,1,22.7,0.01,0.02701,8.468563,1190.452766,6.638445,0.52126
1739226300,10067.416667,-4.95,77.38,-5.06,1,28.62,0.01,0.03048,8.470363,1190.498954,6.638445,0.521312
1739228100,10067.916667,-5.204,78.79,-5.313,1,31.21,0.01,0.03284,8.472163,1190.552801,6.638445,0.521369
1739229900,10068.416667,-5.517,80.27,-5.641,1,33.45,0.01,0.0352,8.473963,1190.610995,6.638445,0.52143
1739231700,10068.916667,-6.037,81.57,-6.154,1,34.88,0.01,0.04722,8.475763,1190.672492,6.638445,0.521505
1739233500,10069.416667,-6.462,84.56,-6.61,1,45.56,0.01591,0.06257,8.477563,1190.744888,6.63846,0.521603
1739235300,10069.916667,-6.758,86.93,-6.899,1,50.71,0.03842,0.08108,8.479363,1190.831531,6.638509,0.521733
1739237100,10070.416667,-7.041,87.9,-7.187,0.007589,55.73,0.08685,0.109,8.48027,1190.927327,6.638621,0.521904
1739238900,10070.916667,-7.084,88.68,-7.356,0.008526,57.13,0.1186,0.1125,8.480284,1191.028901,6.638806,0.522103
1739240700,10071.416667,-6.985,88.08,-7.211,0.01021,56.72,0.1258,0.1073,8.480301,1191.131366,6.639026,0.522301
1739242500,10071.916667,-6.844,88.94,-7.211,0.01134,59.27,0.139,0.1096,8.48032,1191.235757,6.639265,0.522496
1739244300,10072.416667,-6.59,88.55,-7.019,0.0119,59.68,0.1085,0.1064,8.480341,1191.342812,6.639487,0.522691
1739246100,10072.916667,-6.39,87.74,-6.803,1,57.95,0.07996,0.09421,8.481252,1191.448679,6.639657,0.522871
1739247900,10073.416667,-6.291,87.55,-6.731,0.01424,58.53,0.06769,0.08831,8.482165,1191.553511,6.63979,0.523035
1739249700,10073.916667,-6.067,86.72,-6.49,1,59.52,0.05885,0.08005,8.483078,1191.659756,6.639904,0.523187
1739251500,10074.416667,-5.968,86.39,-6.418,1,56.88,0.05294,0.07378,8.484878,1191.764516,6.640004,0.523325
1739253300,10074.916667,-6.053,86.64,-6.49,1,56.96,0.07585,0.0723,8.486678,1191.866972,6.64012,0.523457
1739255100,10075.416667,-5.898,85.75,-6.346,1,65.28,0.07001,0.06234,8.488478,1191.976988,6.640252,0.523578
1739256900,10075.916667,-5.813,84.41,-6.322,1,55.89,0.04912,0.04848,8.490278,1192.086041,6.640359,0.523678
1739258700,10076.416667,-5.658,83.66,-6.226,1,52.52,0.03729,0.04339,8.492078,1192.18361,6.640437,0.52376
1739260500,10076.916667,-5.121,80.73,-5.768,1,44.74,0.02277,0.03276,8.493878,1192.271144,6.640491,0.523829
1739262300,10077.416667,-4.641,77.22,-5.288,1,38.96,0.01402,0.0203,8.495678,1192.346474,6.640524,0.523877
1739264100,10077.916667,-4.403,76.88,-5.136,1,39.44,0.0125,0.01898,8.497478,1192.417034,6.640548,0.523912
1739265900,10078.416667,-3.402,72.06,-4.277,1,33.38,0.01,0.01281,8.499278,1192.482572,6.640559,0.523941
1739267700,10078.916667,-3.386,70.77,-4.024,0.9868,5,0.01,0.01,8.501066,1192.512614,6.640559,0.523952
1739269500,10079.416667,-3.386,71.28,-3.999,0.6886,5,0.01,0.01,8.502574,1192.512614,6.640559,0.523952
1739271300,10079.916667,-2.905,69.86,-3.696,0.4797,5,0.01,0.01,8.503625,1192.512614,6.640559,0.523952
1739273100,10080.416667,-2.216,65.44,-3.114,0.1485,5,0.01,0.01156,8.504191,1192.512614,6.640559,0.523963
1739274900,10080.916667,-1.791,61.65,-2.66,0.03806,5,0.01,0.01,8.504358,1192.512614,6.640559,0.523973
1739276700,10081.416667,-2.229,63.66,-2.837,0.03361,5,0.01,0.01,8.504423,1192.512614,6.640559,0.523973
1739278500,10081.916667,-3.089,67.71,-3.519,0.0495,5,0.01,0.01,8.504498,1192.512614,6.640559,0.523973
1739280300,10082.416667,-3.442,70.85,-3.898,0.1176,5,0.01,0.01,8.504648,1192.512614,6.640559,0.523973
1739282100,10082.916667,-3.498,72.85,-3.974,1,27.4,0.01,0.03173,8.505654,1192.537274,6.640559,0.524002
1739283900,10083.416667,-3.893,72.58,-4.302,0.9445,5,0.01,0.01773,8.507404,1192.561934,6.640559,0.524046
1739285700,10083.916667,-4.315,73.12,-4.656,0.774,5,0.01,0.01266,8.508951,1192.561934,6.640559,0.524073
1739287500,10084.416667,-4.627,73.68,-5.035,0.8469,5,0.01,0.01156,8.51041,1192.561934,6.640559,0.524095
1739289300,10084.916667,-4.98,73.1,-5.389,0.6367,5,0.01,0.01062,8.511745,1192.561934,6.640559,0.524115
1739291100,10085.416667,-5.191,73.4,-5.591,0.6426,5,0.01,0.01102,8.512896,1192.561934,6.640559,0.524135
1739292900,10085.916667,-5.431,73.8,-5.841,0.6639,5,0.01,0.01125,8.514072,1192.561934,6.640559,0.524155
1739294700,10086.416667,-5.573,72.73,-5.985,0.474,5,0.01,0.01,8.515096,1192.561934,6.640559,0.524165
1739296500,10086.916667,-5.658,73.12,-6.081,0.4803,5,0.01,0.01,8.515955,1192.561934,6.640559,0.524165
1739298300,10087.416667,-5.813,73.58,-6.226,0.5135,5,0.01,0.01,8.516849,1192.561934,6.640559,0.524165
1739300100,10087.916667,-5.826,74.38,-6.25,0.7147,5,0.01,0.01008,8.517955,1192.561934,6.640559,0.524174
1739301900,10088.416667,-5.912,74.9,-6.322,1,5,0.01,0.01281,8.519498,1192.561934,6.640559,0.524194
1739303700,10088.916667,-5.856,75.34,-6.274,1,6.855,0.01,0.01367,8.521298,1192.568104,6.640559,0.524218
1739305500,10089.416667,-5.842,75.54,-6.274,1,5,0.01,0.01469,8.523098,1192.574273,6.640559,0.524244
1739307300,10089.916667,-5.658,76.51,-6.13,1,8.79,0.01,0.02052,8.524898,1192.582184,6.640559,0.524276
1739309100,10090.416667,-5.375,76.54,-5.889,1,13.61,0.01,0.02155,8.526698,1192.602344,6.640559,0.524313
1739310900,10090.916667,-5.177,76.59,-5.667,1,13.22,0.01,0.02125,8.528498,1192.626491,6.640559,0.524352
1739312700,10091.416667,-4.937,77.1,-5.439,1,22.16,0.01,0.02524,8.530298,1192.658333,6.640559,0.524394
1739314500,10091.916667,-4.726,76.92,-5.212,1,25.9,0.01,0.0217,8.532098,1192.701587,6.640559,0.524436
1739316300,10092.416667,-4.614,77.13,-5.085,1,28.01,0.01,0.02605,8.533898,1192.750106,6.640559,0.524479
1739318100,10092.916667,-4.515,77.46,-4.934,1,33.66,0.01,0.02767,8.535698,1192.805609,6.640559,0.524527
1739319900,10093.416667,-4.545,77.88,-4.934,1,36.17,0.01061,0.03048,8.537498,1192.868456,6.640568,0.52458
1739321700,10093.916667,-4.993,79.76,-5.237,1,43.72,0.01295,0.038,8.539298,1192.940357,6.64059,0.524641
1739323500,10094.416667,-5.375,81.75,-5.616,1,47.19,0.02157,0.0518,8.541098,1193.022176,6.640621,0.524722
1739325300,10094.916667,-5.388,82.18,-5.641,1,52.52,0.0322,0.05836,8.542898,1193.111915,6.640669,0.524821
1739327100,10095.416667,-5.727,83.39,-5.937,1,52.03,0.04575,0.06677,8.544698,1193.20601,6.640739,0.524934
1739328900,10095.916667,-5.912,83.91,-6.106,1,58.61,0.04433,0.07643,8.546498,1193.305586,6.64082,0.525063
1739330700,10096.416667,-5.925,84.33,-6.178,1,60.42,0.03774,0.07452,8.548298,1193.412713,6.640894,0.525199
1739332500,10096.916667,-5.615,82.78,-6.009,1,52.93,0.02853,0.06043,8.550098,1193.514728,6.640954,0.52532
1739334300,10097.416667,-5.415,81.2,-5.817,1,48.49,0.02524,0.04951,8.551898,1193.606006,6.641002,0.525419
1739336100,10097.916667,-5.546,80.95,-5.841,1,49.78,0.02367,0.04648,8.553698,1193.694449,6.641046,0.525505
1739337900,10098.416667,-5.826,81.64,-6.106,1,49.71,0.02404,0.04907,8.555498,1193.78399,6.641089,0.525591
1739339700,10098.916667,-6.053,81.74,-6.298,1,49.44,0.02374,0.04988,8.557298,1193.873225,6.641132,0.52568
1739341500,10099.416667,-6.011,81.86,-6.322,1,51.37,0.02367,0.04685,8.559098,1193.963954,6.641175,0.525767
1739343300,10099.916667,-5.687,80.8,-6.057,1,48.21,0.02284,0.04058,8.560898,1194.053576,6.641217,0.525846
1739345100,10100.416667,-5.164,78.57,-5.591,1,44.27,0.01992,0.03276,8.562698,1194.136808,6.641255,0.525912
1739346900,10100.916667,-4.515,75.65,-5.01,1,37.12,0.01667,0.02413,8.564498,1194.210059,6.641288,0.525963
1739348700,10101.416667,-3.004,68.81,-3.519,1,11.38,0.01311,0.01281,8.566298,1194.253709,6.641315,0.525997
1739350500,10101.916667,-2.299,66.59,-2.786,0.5111,5,0.01045,0.03313,8.567658,1194.263951,6.641336,0.526038
1739352300,10102.416667,-0.03967,59.69,-0.8402,0.02852,5,0.01,0.01,8.568144,1194.263951,6.641345,0.526068
1739354100,10102.916667,5.002,41.99,3.86,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739355900,10103.416667,13.75,25.62,9.545,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739357700,10103.916667,10.26,29.9,9.874,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739359500,10104.416667,10.33,29.52,10.33,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739361300,10104.916667,8.297,32.51,8.636,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739363100,10105.416667,11.76,27.23,8.99,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739364900,10105.916667,11.43,27.75,10.4,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739366700,10106.416667,8.748,32.61,8.004,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739368500,10106.916667,8.11,32.99,6.968,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739370300,10107.416667,5.525,38.24,5.603,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739372100,10107.916667,1.939,48.24,2.217,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739373900,10108.416667,0.003052,54.77,0.2211,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739375700,10108.916667,-1.014,59.39,-0.8908,0.005,5,0.01,0.01,8.568169,1194.263951,6.641345,0.526068
1739377500,10109.416667,-1.564,62.52,-1.522,0.006319,5.081,0.01,0.01,8.568175,1194.268524,6.641345,0.526068
1739379300,10109.916667,-1.973,64.88,-1.927,0.01263,5,0.01,0.01,8.568192,1194.273097,6.641345,0.526068
1739381100,10110.416667,-2.243,66.86,-2.255,0.0264,5,0.01,0.01,8.568227,1194.273097,6.641345,0.526068
1739382900,10110.916667,-2.427,68.2,-2.457,0.04455,5,0.01,0.01,8.568291,1194.273097,6.641345,0.526068
1739384700,10111.416667,-2.595,69.57,-2.634,0.08457,5,0.01,0.01,8.568407,1194.273097,6.641345,0.526068
1739386500,10111.916667,-2.793,70.9,-2.837,0.1666,5,0.01,0.01,8.568633,1194.273097,6.641345,0.526068
1739388300,10112.416667,-2.934,72.01,-2.988,0.3209,5,0.01,0.01133,8.569072,1194.273097,6.641345,0.526078
1739390100,10112.916667,-3.116,72.7,-3.14,0.4949,5,0.01,0.01523,8.569806,1194.273097,6.641345,0.526102
1739391900,10113.416667,-3.273,73.71,-3.342,1,5,0.01,0.02177,8.571152,1194.273097,6.641345,0.526135
1739393700,10113.916667,-3.428,74.36,-3.493,1,7.016,0.01,0.03217,8.572952,1194.279411,6.641345,0.526184
1739395500,10114.416667,-3.583,75.04,-3.67,1,13.07,0.01,0.03903,8.574752,1194.297489,6.641345,0.526248
1739397300,10114.916667,-3.767,75.68,-3.847,1,25.36,0.01,0.04958,8.576552,1194.332076,6.641345,0.526328
1739399100,10115.416667,-3.978,76.29,-4.075,1,35.15,0.01,0.05408,8.578352,1194.386535,6.641345,0.526421
1739400900,10115.916667,-4.245,77.2,-4.353,1,42.02,0.01015,0.05858,8.580152,1194.455988,6.641355,0.526522
1739402700,10116.416667,-4.328,76.92,-4.479,1,40.19,0.01053,0.05423,8.581952,1194.529977,6.641373,0.526624
1739404500,10116.916667,-4.515,77.33,-4.631,1,41.21,0.01068,0.05689,8.583752,1194.603237,6.641392,0.526724
1739406300,10117.416667,-4.726,78.18,-4.883,1,43.93,0.01152,0.05622,8.585552,1194.679863,6.641412,0.526826
1739408100,10117.916667,-4.91,78.98,-5.06,1,44.68,0.01227,0.06906,8.587352,1194.759612,6.641434,0.526938
1739409900,10118.416667,-4.95,79.01,-5.136,1,45.22,0.01227,0.07216,8.589152,1194.840522,6.641456,0.527065
1739411700,10118.916667,-5.065,78.95,-5.237,1,44.54,0.0125,0.06884,8.590952,1194.921306,6.641478,0.527192
1739413500,10119.416667,-5.135,79.44,-5.389,1,45.63,0.01235,0.06957,8.592752,1195.002459,6.6415,0.527317
1739415300,10119.916667,-5.135,78.95,-5.363,1,44.47,0.0128,0.065,8.594552,1195.083549,6.641523,0.527438
1739417100,10120.416667,-5.276,79.3,-5.515,1,47.33,0.01288,0.06699,8.596352,1195.166169,6.641546,0.527557
1739418900,10120.916667,-5.276,79.55,-5.591,1,45.9,0.01394,0.06552,8.598152,1195.250076,6.64157,0.527676
1739420700,10121.416667,-5.191,79.33,-5.465,1,46.44,0.01455,0.0636,8.599952,1195.333182,6.641596,0.527792
1739422500,10121.916667,-5.303,79.37,-5.54,1,48.21,0.01409,0.06382,8.601752,1195.418367,6.641622,0.527907
1739424300,10122.416667,-5.135,79.17,-5.49,1,45.83,0.01402,0.06699,8.603552,1195.503003,6.641647,0.528025
1739426100,10122.916667,-5.065,78.73,-5.363,1,47.4,0.01333,0.06028,8.605352,1195.58691,6.641672,0.528139
1739427900,10123.416667,-4.854,77.89,-5.212,1,46.1,0.01258,0.05593,8.607152,1195.67106,6.641695,0.528244
1739429700,10123.916667,-4.374,76.06,-4.807,1,40.12,0.01205,0.047,8.608952,1195.748658,6.641717,0.528336
1739431500,10124.416667,-3.415,73,-3.873,1,39.71,0.01121,0.04198,8.610752,1195.820505,6.641738,0.528417
1739433300,10124.916667,-2.665,69.93,-3.064,1,26.44,0.01,0.03195,8.612552,1195.88004,6.641748,0.528483
1739435100,10125.416667,-2.029,67.58,-2.432,0.5886,5.565,0.01,0.02015,8.613981,1195.908844,6.641748,0.52853
1739436900,10125.916667,-1.196,65.48,-1.649,0.1619,5,0.01,0.01344,8.614657,1195.913853,6.641748,0.52856
1739438700,10126.416667,1.277,56.98,0.499,0.01985,5,0.01,0.01,8.61482,1195.913853,6.641748,0.528572
1739440500,10126.916667,6.164,42.2,4.972,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739442300,10127.416667,15.08,25.95,11.06,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739444100,10127.916667,12.55,28.89,11.95,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739445900,10128.416667,11.58,29.81,11.34,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739447700,10128.916667,9.411,32.82,9.722,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739449500,10129.416667,7.816,36.23,7.524,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739451300,10129.916667,6.417,38.96,6.058,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739453100,10130.416667,5.077,41.9,4.972,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739454900,10130.916667,4.129,44.41,4.062,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739456700,10131.416667,3.704,46.27,3.607,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739458500,10131.916667,3.523,48.68,3.405,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739460300,10132.416667,3.21,48.95,3.152,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739462100,10132.916667,2.802,50.54,2.697,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739463900,10133.416667,2.545,51.52,2.419,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739465700,10133.916667,2.305,53.78,2.142,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739467500,10134.416667,2.206,55.17,2.066,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739469300,10134.916667,1.968,56.24,1.813,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739471100,10135.416667,1.854,60.97,1.661,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739472900,10135.916667,1.824,59.81,1.636,0.005,5,0.01,0.01,8.614838,1195.913853,6.641748,0.528572
1739474700,10136.416667,1.755,61.58,1.56,0.005445,5,0.01,0.01,8.614843,1195.913853,6.641748,0.528572
1739476500,10136.916667,1.755,62.67,1.586,0.008362,5,0.01,0.01,8.614856,1195.913853,6.641748,0.528572
1739478300,10137.416667,1.811,58.46,1.661,0.005,5,0.01,0.01,8.614863,1195.913853,6.641748,0.528572
1739480100,10137.916667,1.798,57.71,1.611,0.005,5,0.01,0.01,8.614863,1195.913853,6.641748,0.528572
1739481900,10138.416667,1.669,58.89,1.459,0.005,5.161,0.01,0.01,8.614863,1195.918498,6.641748,0.528572
1739483700,10138.916667,1.627,59.88,1.409,0.005,5,0.01,0.01,8.614863,1195.923143,6.641748,0.528572
1739485500,10139.416667,1.514,62.35,1.333,0.007194,5,0.01,0.01,8.61487,1195.923143,6.641748,0.528572
1739487300,10139.916667,1.247,66.37,1.08,0.02056,5,0.01,0.01,8.614895,1195.923143,6.641748,0.528572
1739489100,10140.416667,1.004,73.69,0.8023,1,18.29,0.04261,0.08344,8.615813,1195.939604,6.641787,0.528647
1739490900,10140.916667,0.6386,75.31,0.4738,1,35.08,0.05084,0.1128,8.617613,1195.987637,6.641871,0.528824
1739492700,10141.416667,0.4997,77.87,0.3221,1,42.43,0.07435,0.14,8.619413,1196.057396,6.641983,0.529052
1739494500,10141.916667,0.3449,80.31,0.1453,1,55.98,0.1142,0.2001,8.621213,1196.145965,6.642153,0.529358
1739496300,10142.416667,0.1873,82.42,-0.05688,1,61.9,0.3026,0.2363,8.623013,1196.252057,6.642528,0.52975
1739498100,10142.916667,-0.1946,89.89,-0.3601,1,1059,6.916,0.5285,8.624813,1197.260867,6.649025,0.530439
1739499900,10143.416667,-0.4189,89.09,-0.5623,1,1057,8.492,0.5512,8.626613,1199.165267,6.662892,0.53141
1739501700,10143.916667,-0.5497,89.05,-0.7139,1,429.6,7.543,0.5878,8.628413,1200.503207,6.677324,0.532436
1739503500,10144.416667,-0.491,87.71,-0.7139,1,211.2,5.682,0.5796,8.630213,1201.079927,6.689226,0.533486
1739505300,10144.916667,-0.4482,86.55,-0.6886,1,173,2.67,0.5445,8.632013,1201.425707,6.696743,0.534498
1739507100,10145.416667,-0.5203,84.47,-0.7392,1,124.8,0.9957,0.4459,8.633813,1201.693727,6.700042,0.535389
